a_id,a_name,a_country,a_city,a_prov,a_web
6264,faryab university,afghanistan,faryab,Faryab Province,
6266,fashion institute technology,united states,new york, New York,http://www.fitnyc.edu
6267,fatemieh qom university medical sciences,iran,qom,,
6268,father saturnino universityios university,philippines,butuan city,Agusan del Norte,http://www.urios.edu.ph
6269,fatih sultan mehmet university,turkey,fatih/istanbul,,http://www.fatihsultan.edu.tr
6270,fatih university,turkey,istanbul,,http://www.fatih.edu.tr
6271,fatima college camiguin,philippines,mambajao,Camiguin,
6272,fatima jinnah women university,pakistan,rawalpindi,Punjab,http://www.fjwu.edu.pk
6274,faulkner university,united states,montgomery, Alabama,http://www.faulkner.edu
6275,fayetteville state university,united states,fayetteville, North Carolina,http://www.uncfsu.edu
6276,fayoum university,egypt,fayoum,,http://www.fayoum.edu.eg
6277,feati university,philippines,manila,"First District, Metro Manila",http://www.featiu.edu.ph
6280,federal college fisheries marine technology,nigeria,lagos,,http://www.marinecollege-edu.org/
6295,federal polytechnic oko,nigeria,aguata,Anambra State,http://federalpolyoko.edu.ng/
6297,federal university ndufu alike ikwo,nigeria,abakaliki,Ebonyi State,http://www.funai.edu.ng
6298,federal university agriculture abeokuta,nigeria,abeokuta,Ogun State,http://www.unaab.edu.ng
6299,university agriculture makurdi,nigeria,makurdi,Benue State,http://www.uam.edu.ng
6300,federal university petroleum resources,nigeria,effurun,Delta State,http://www.fupre.edu.ng/
6301,federal university technology akure,nigeria,akure,Ondo State,http://futa.edu.ng
6302,federal university technology minna,nigeria,minna,Niger State,http://www.futminna.edu.ng
6303,federal university technology owerri,nigeria,owerri,Imo State,http://www.futo.edu.ng/
6304,federal university dutse,nigeria,dutse,Jigawa State,http://www.fud.edu.ng/
6305,federal university dutsin ma,nigeria,dutsin ma,Katsina State,http://www.fudutsinma.edu.ng
6306,federal university kashere,nigeria,kashere,Gombe State,http://fukashere.edu.ng/
6307,federal university lafia,nigeria,lafia,Nasarawa State,http://fulafia.edu.ng/
6308,federal university lokoja,nigeria,lokoja,Kogi State,http://www.fulokoja.edu.ng/
6309,federal university otuoke,nigeria,yenagoa,Bayelsa State,http://www.fuotuoke.edu.ng/
6310,federal university oye ekiti,nigeria,oye ekiti,Ekiti State,http://fuoye.edu.ng/
6311,federal university wukari,nigeria,wukari,Taraba State,http://www.fuwukari.edu.ng/
6312,federal universitydu university arts science technology,pakistan,karachi,Sindh,http://www.fuuast.edu.pk/english/
6322,felician college,united states,lodi, New Jersey,http://www.felician.edu/
6323,felipe r. verallo memorial foundation bogo,philippines,bogo,Cebu,http://www.frvmfi.4t.com
6324,felix o. alfelor sr. foundation college,philippines,sipocot,Carmarines Sur,
6325,fellowship baptist college,philippines,city kabankalan,Negros Occidental,
6326,feng chia university,taiwan,taichung,,http://www.fcu.edu.tw
6327,ferdowsi university mashhad,iran,mashhad,Khorasan Razavi,http://www.um.ac.ir
6328,ferris university,japan,yokohama shi,Kanagawa,http://www.ferris.ac.jp
6329,fernandez college arts technology,philippines,baliuag,Bulacan,http://www.fcat.ph
6330,university hagen,germany,hagen,,http://www.fernuni-hagen.de/
6331,ferris state university,united states,big rapids, Michigan,http://www.ferris.edu
6333,ferrum college,united states,ferrum, Virginia,http://www.ferrum.edu
6334,university applied sciences joanneum,austria,graz,Styria,http://www.fh-joanneum.at
6335,fhwien university applied sciences,austria,wien,Vienna,http://www.fh-wien.ac.at
6336,fielding graduate university,united states,santa barbara, California,http://www.fielding.edu
6340,fiji national university,fiji,nasinu,,http://www.fnu.ac.fj/new/
6341,filamer christian college,philippines,roxas city,Capiz,http://www.filamer.edu.ph
6342,film academy miroslava ondricek pisek p.b.c.,czech republic,pisek,,http://www.filmovka.cz/
6343,financial academy,armenia,yerevan,,http://www.finacademy.am
6344,finance university under russian federation government,russian federation,moskva,,http://www.fa.ru/
6345,finlandia university,united states,hancock, Michigan,http://www.finlandia.edu
6349,firat euphrates university,turkey,elazig,,http://www.firat.edu.tr
6350,first asia institute technology humanities,philippines,tanauan city,Batangas,http://www.firstasia.edu.ph
6351,first city providential college,philippines,san jose del monte,Bulacan,http://fcpc01.wordpress.com/about-fcpc/the-founder
6353,fisher college,united states,boston, Massachusetts,http://www.fisher.edu
6354,fisk university,united states,nashville, Tennessee,http://www.fisk.edu
6355,fitchburg state college,united states,fitchburg, Massachusetts,http://www.fitchburgstate.edu/
6358,fl vargas college tuguegaro,philippines,tuguegarao city,Cagayan,
6359,fl vargas college tuguegaro fl vargas college abulug,philippines,abulug,Cagayan,
6360,flagler college,united states,saint augustine, Florida,http://www.flagler.edu
6361,flight dynamic school aeronautics,philippines,lapu lapu city,Cebu,
6362,flight school international,philippines,pasay city,"Fourth District, Metro Manila",http://www.fsicollege.com
6363,flinders university,australia,adelaide,South Australia,http://www.flinders.edu.au
6364,florida agricultural mechanical university florida state university,united states,tallahassee, Florida,http://www.famu.edu
6365,florida atlantic university,united states,boca raton, Florida,http://www.fau.edu
6367,johnson university florida,united states,kissimmee, Florida,http://www.johnsonu.edu/Florida/Home.aspx
6369,florida college,united states,temple terrace, Florida,http://www.floridacollege.edu
6371,florida gulf coast university,united states,fort myers, Florida,http://www.fgcu.edu
6372,florida hospital college health sciences,united states,orlando, Florida,http://www.fhchs.edu/
6373,florida institute technology,united states,melbourne, Florida,http://www.fit.edu
6374,florida international university,united states,miami, Florida,http://www.fiu.edu
6375,florida memorial university,united states,miami gardens, Florida,http://www.fmuniv.edu
6377,florida southern college,united states,lakeland, Florida,http://www.flsouthern.edu
6378,florida state university,united states,tallahassee, Florida,http://www.fsu.edu
6380,fo guang university,taiwan,yilan,,http://www.fgu.edu.tw
6381,folkwang university arts,germany,essen,,http://www.folkwang-uni.de
6382,fon university,macedonia,skopje,,http://www.fon.edu.mk
6384,fontbonne university,united states,saint louis, Missouri,http://www.fontbonne.edu
6385,fontys university applied sciences,netherlands,eindhoven,,http://www.fontys.nl
6386,fooyin university,taiwan,kaohsiung,,http://www.fy.edu.tw
6387,ford academy arts,philippines,davao city,Davao del Sur,
6388,fordham university,united states,bronx, New York,http://www.fordham.edu
6389,fore school management,india,new delhi,,http://fsm.ac.in/
6392,forest research institute deemed university,india,dehradun,Uttarakhand,http://fri.icfre.gov.in/
6393,forman christian college,pakistan,lahore,Punjab,http://www.fccollege.edu.pk/
6394,fort hays state university,united states,hays, Kansas,http://www.fhsu.edu
6395,fort lewis college,united states,durango, Colorado,http://www.fortlewis.edu
6396,fort valley state university,united states,fort valley, Georgia,http://www.fvsu.edu
6397,fortunato f. halili national agricultural school,philippines,santa maria,Bulacan,
6398,fortune institute international business,india,new delhi,,http://fiib.edu.in/
6399,fortune institute technology,taiwan,kaohsiung,,http://www.fjtc.edu.tw
6400,foshan university,china,foshan,Guangdong Province,http://www.fosu.edu.cn
6402,foundation professional development,south africa,lynnwood ridge,,http://www.foundation.co.za
6403,foundation university,pakistan,islamabad,,http://www.fui.edu.pk
6404,foundation university,philippines,dumaguete city,Negros Oriental,http://www.foundationu.com
6405,fountain university,nigeria,osogbo,Osun State,http://www.fountainuniversity.edu.ng
6407,framingham state college,united states,framingham, Massachusetts,http://www.framingham.edu/
6408,francis marion university,united states,florence, South Carolina,http://www.fmarion.edu
6409,franciscan college immaculate conception,philippines,baybay,Leyte,http://www.fcic.net.ph
6411,franciscan university steubenville,united states,steubenville, Ohio,http://www.franciscan.edu
6412,frank lloyd wright school architecture,united states,scottsdale, Arizona,http://www.taliesin.edu
6413,frankfurt school finance management,germany,frankfurt am main,,http://www.frankfurt-school.de
6414,franklin marshall college,united states,lancaster, Pennsylvania,http://www.fandm.edu
6415,franklin college,united states,franklin, Indiana,http://www.franklincollege.edu/
6416,franklin pierce university,united states,rindge, New Hampshire,http://www.franklinpierce.edu
6417,franklin university,united states,columbus, Ohio,http://www.franklin.edu
6418,franklin w. olin college engineering,united states,needham, Massachusetts,http://www.olin.edu
6419,franco russian institute business administration,russian federation,obninsk,Kaluga Region,http://www.fridas.ru
6420,frederick university,cyprus,nicosia,,http://www.frederick.ac.cy
6423,welch college,united states,nashville, Tennessee,http://www.welch.edu
6424,freed hardeman university,united states,henderson, Tennessee,http://www.fhu.edu
6426,free university berlin,germany,berlin,,http://www.fu-berlin.de
6428,fresno pacific university,united states,fresno, California,http://www.fresno.edu
6429,friedrich alexander university erlangen nuremberg,germany,erlangen,Bavaria,http://www.fau.de
6431,friedrich schiller university jena,germany,jena,,http://www.uni-jena.de
6432,friends university,united states,wichita, Kansas,http://www.friends.edu
6433,froedtert medical college health services,united states,milwaukee, Wisconsin,http://www.froedtert.com
6434,frontier nursing university,united states,hyden, Kentucky,http://www.midwives.org
6435,shaheed benazir bhutto women university,pakistan,peshawar,Khyber Pakhtoonkhwa,http://sbbwu.edu.pk/sbbwu/
6436,frostburg state university,united states,frostburg, Maryland,http://www.frostburg.edu
6438,fu jen catholic university,taiwan,new taipei city,,http://www.fju.edu.tw
6439,funiversityape business school,brazil,vitoria,ES,http://www.fucape.br
6440,fudan university,china,shanghai,Shanghai,http://www.fudan.edu.cn
6441,fuji university,japan,hanamaki shi,Iwate,http://www.fuji-u.ac.jp/
6442,fuji womens university,japan,sapporo,Hokkaido,http://www.fujijoshi.ac.jp
6443,fuji tokoha university,japan,shizuoka,Shizuoka,http://www.fuji-tokoha-u.ac.jp
6444,fujian agriculture forestry university,china,fuzhou,Fujian Province,http://www.fjau.edu.cn
6445,fujian medical university,china,fuzhou,Fujian Province,http://www.fjmu.edu.cn
6446,fujian normal university,china,fuzhou,Fujian Province,http://www.fjtu.edu.cn
6447,fujian university traditional chinese medicine,china,fuzhou,Fujian Province,http://www.fjtcm.edu.cn
6448,fujita health university,japan,toyoake shi,Aichi,http://www.fujita-hu.ac.jp
6449,university fukui,japan,fukui shi,Fukui,http://www.u-fukui.ac.jp
6450,fukui prefectural university,japan,yoshida gun,Fukui,http://www.fpu.ac.jp
6451,fukui university technology,japan,fukui shi,Fukui,http://www.fukui-ut.ac.jp
6452,fukuoka university,japan,fukuoka shi,Fukuoka,http://www.fukuoka-u.ac.jp
6453,fukuoka social medical welfare university,japan,dazaifu shi,Fukuoka,http://www.dfu.ac.jp/
6454,fukuoka jo gakuin university,japan,fukuoka shi,Fukuoka,http://www2.fukujo.ac.jp/university/
6455,fukuoka womens university,japan,fukuoka shi,Fukuoka,http://www.fwu.ac.jp
6456,fukuoka prefectural university,japan,tagawa shi,Fukuoka,http://www.fukuoka-pu.ac.jp
6457,fukuoka institute technology,japan,fukuoka shi,Fukuoka,http://www.fit.ac.jp
6458,fukuoka international university,japan,daizaifu shi,Fukuoka,http://www.fukuoka-int-u.ac.jp/
6459,fukuoka university education,japan,munakata,Fukuoka,http://www.fukuoka-edu.ac.jp
6460,fukuoka dental college,japan,fukuoka shi,Fukuoka,http://www.fdcnet.ac.jp
6461,fukushima university,japan,fukushima shi,Fukushima,http://www.fukushima-u.ac.jp/
6462,fukushima medical university,japan,fukushima city,Fukushima,http://www.fmu.ac.jp/index.html
6463,fukuyama university,japan,fukuyama shi,Hiroshima,http://www.fukuyama-u.ac.jp
6464,fukuyama heisei university,japan,fukuyama shi,Hiroshima,http://www.heisei-u.ac.jp
6465,fukuyama city university,japan,fukuyama city,Hiroshima,http://www.fcu.ac.jp/
6467,fullbright college,philippines,puerto princesa city,Palawan,
6469,armando alvares penteado foundation,brazil,higienopolis,Sao Paulo,http://www.faap.br
6471,universityramig technical education centre,brazil,belo horizonte,Minas Gerais,http://www.utramig.mg.gov.br
6472,faculty accounting administrative sciences camaqua,brazil,camaqua,RS,http://www.fundasul.br
6473,higher education foundation clevelandia,brazil,clevelandia,PR,http://www.fescpr.edu.br
6475,educational foundation alem paraiba,brazil,alem paraiba,MG,http://www.feap.edu.br
6476,faculty philosophy science letters duque de caxias,brazil,duque de caxias,Rio de Janeiro,http://www.feuduc.edu.br
6477,integrated faculties fernandopolis,brazil,fernandopolis,SP,http://www.fef.br
6478,foundation school sociology political science sao paulo,brazil,sao paulo,Sao Paulo,http://www.fespsp.org.br
6479,school public ministry,brazil,porto alegre,RS,http://www.fmp.edu.br/institucional/13/faculdade-de-direito
6480,foundation higher education communication machado,brazil,machado,Minas Gerais,http://www.fumesc.com.br
6481,federal university foundation grande dourados,brazil,dourados,Mato Grosso do Sul,http://www.ufgd.edu.br
6482,federal university foundation rondonia,brazil,porto velho,Rondonia,http://www.unir.br
6483,federal university foundation rio grande,brazil,rio grande,Rio Grande,http://www.furg.br
6487,arturo rosenblueth foundation scientific development,mexico,mexico,D.F.,http://www.rosenblueth.mx
6493,comfanorte foundation advanced studies,colombia,san jose de cucuta,Norte de Santander,http://www.fesc.edu.co
6494,universityaba antonio roldan betancur foundation advanced university studies,colombia,apartado,Antioquia,www.fesu.edu.co
6496,colombian school marketing foundation,colombia,medellin,Antioquia,http://www.escolme.edu.co
6497,colombian school rehabilitation,colombia,bogota,,http://www.ecr.edu.co
6502,international foundation holistic education,mexico,zapopan,Jalisco,http://www.ramongallegos.com
6506,antonio de arevalo technological foundation,colombia,cartagena de indias,Bolivar,http://www.tecnar.edu.co
6510,teleddes foundation telecommunications education development,mexico,ensenada,Baja California,http://www.fundacionteleddes.org
6511,latina university institution,colombia,bogota,,http://www.unilatina.edu.co
6513,agrarian university foundation colombia,colombia,bogota,,http://www.uniagraria.edu.co
6514,autonomous university foundation americas,colombia,medellin,Antioquia,http://www.uam.edu.co
6515,fine arts university foundation,colombia,medellin,Antioquia,http://www.bellasartesmed.edu.co
6516,catholic university foundation north,colombia,santa rosa de osos,Antioquia,http://www.ucn.edu.co
6517,lumen gentium catholic university foundation,colombia,cali,Valle del Cauca,http://www.unicatolica.edu.co
6518,ceipa university foundation,colombia,sabaneta,Antioquia,http://www.ceipa.edu.co
6519,international colombo university foundation,colombia,cartagena de indias,Bolivar,http://www.unicolombo.edu.co
6520,university foundation health sciences,colombia,bogota,,http://www.fucsalud.edu.co
6522,popayan university foundation,colombia,popayan,Cauca,http://www.fup.edu.co
6523,san gil university foundation,colombia,san gil,Santander,http://www.unisangil.edu.co
6524,university foundation andean region,colombia,bogota,,http://www.areandina.edu.co
6525,abraham escudero montoya university foundation,colombia,espinal,Tolima,http://www.fundes.edu.co
6526,business university foundation chamber commerce bogota,colombia,bogota,Bogota DC,http://www.uniempresarial.edu.co
6527,inpahuniversityuniversity foundation,colombia,bogota,,http://www.inpahu.edu.co
6528,international university foundation american tropic,colombia,yopal,Casanare,http://www.unitropico.edu.co
